번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소
426,140520,대창스틸,032401,1차 철강 제조업,"20,000,000","10,000,000,000",500,원(KRW),032-816-7700,인천광역시 남동구 아암대로 1213 &nbsp
427,131220,대한과학,074605,기계장비 및 관련 물품 도매업,"7,454,490","3,727,245,000",500,원(KRW),033-737-7500,강원도 원주시  지정면 신평석화로 326 대한과학
428,010170,대한광통신,032803,절연선 및 케이블 제조업,"73,741,625","36,870,812,500",500,원(KRW),031  -494 -1011,경기도 안산시 단원구 장자골로 49 
429,054670,대한뉴팜,032102,의약품 제조업,"14,354,920","7,177,460,000",500,원(KRW),02-3415-7804,경기도 화성시 향남읍 상신리 904-3 
430,001070,대한방직,031302,직물직조 및 직물제품 제조업,"5,300,000","5,300,000,000","1,000",원(KRW),02-368-0114,"서울특별시 영등포구  국제금융로2길 17 (여의도동,대한빌딩)"
431,023910,대한약품,032102,의약품 제조업,"6,000,000","3,000,000,000",500,원(KRW),02-2678-8443,서울특별시 영등포구 선유로45길 3 
432,006650,대한유화,032001,기초 화학물질 제조업,"6,500,000","41,000,000,000","5,000",원(KRW),02-2122-1515,서울특별시 종로구  자하문로 77 유남빌딩
433,001440,대한전선,032803,절연선 및 케이블 제조업,"856,473,009","428,236,504,500",500,원(KRW),02-316-9114,경기도 안양시 동안구 관양동 1746-2 대한스마트타워 
434,084010,대한제강,032401,1차 철강 제조업,"24,646,734","24,646,734,000","1,000",원(KRW),02-1670-3300,부산광역시 사하구 하신번영로 69 
435,001790,대한제당,031006,"곡물가공품, 전분 및 전분제품 제조업","8,840,002","24,044,835,000","2,500",원(KRW),032-770-1400,인천광역시 중구  월미로 116(북성동1가) 
436,001130,대한제분,031006,"곡물가공품, 전분 및 전분제품 제조업","1,690,000","8,450,000,000","5,000",원(KRW),02-3455-0200,서울특별시 중구 세종대로 39 
437,003490,대한항공,085101,항공 여객 운송업,"94,844,634","479,777,140,000","5,000",원(KRW),02-2656-7114,서울특별시 강서구 하늘길 260 
438,005880,대한해운,085001,해상 운송업,"24,426,504","122,132,520,000","5,000",원(KRW),02-3701-0114,서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 
439,003830,대한화섬,032005,화학섬유 제조업,"1,328,000","6,640,000,000","5,000",원(KRW),02-3406-0300,서울특별시 중구  동호로 310 
440,016090,대현,031401,봉제의복 제조업,"44,282,310","26,906,155,000",500,원(KRW),02-3485-7000,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워) "
441,069460,대호에이엘,032402,1차 비철금속 제조업,"27,134,839","13,567,419,500",500,원(KRW),053-610-5400,대구광역시 달성군  논공읍 논공중앙로 211 
442,021040,대호피앤씨,032401,1차 철강 제조업,"73,112,826","38,677,646,000",500,원(KRW),055 -388 -4001,경상남도 양산시  산막공단북4길 13 (주)대호피앤씨 
443,067080,대화제약,032102,의약품 제조업,"18,224,974","9,112,487,000",500,원(KRW),02-586-6451,강원도 횡성군  횡성읍 한우로 495 
444,192080,더블유게임즈,105802,소프트웨어 개발 및 공급업,"18,247,298","9,123,649,000",500,원(KRW),02-501-7216,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 16층(역삼동) "
445,035290,더블유에프엠,105801,"서적, 잡지 및 기타 인쇄물 출판업","22,761,247","11,380,623,500",500,원(KRW),02-565-4874,"서울특별시 금천구  가산디지털1로 131 B동 15층(가산동, BYC하이시티)"
446,012510,더존비즈온,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","29,672,700","14,836,350,000",500,원(KRW),02-6233-3000,강원도 춘천시 남산면 버들1길 130 
447,302920,더콘텐츠온,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","2,599,980","1,299,990,000",500,원(KRW),02-2183-1930,"서울특별시 강남구 테헤란로 322 동관 601호, 602호, 603호, 604호, 605호(역삼동, 한신인터밸리24) "
448,213420,덕산네오룩스,032602,전자부품 제조업,"24,010,012","4,802,002,400",200,원(KRW),041-590-5400,충청남도 천안시 서북구 입장면 쑥골길 21-32 
449,077360,덕산하이메탈,032601,반도체 제조업,"22,718,501","4,543,700,200",200,원(KRW),052-289-0443,울산광역시 북구  무룡1로 66 
450,004830,덕성,032202,플라스틱제품 제조업,"15,680,000","8,536,000,000",500,원(KRW),031-204-0781,경기도 수원시 영통구  신원로 25 
451,090410,덕신하우징,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","40,060,000","4,006,000,000",100,원(KRW),02-2600-2600,충청남도 천안시 동남구 수신면 수신로 485-34 
452,024900,덕양산업,033003,자동차 신품 부품 제조업,"32,564,980","16,282,490,000",500,원(KRW),052-219-1114,울산광역시 북구  효암로 366 
453,263600,덕우전자,032602,전자부품 제조업,"8,110,066","4,055,033,000",500,원(KRW),054-474-9661,경상북도 구미시 산동면 첨단기업7로 98-23 &nbsp
454,194480,데브시스터즈,105802,소프트웨어 개발 및 공급업,"11,204,370","5,602,185,000",500,원(KRW),02-2148-0652,서울특별시 강남구 도산대로 327 데브시스터즈(주) 
455,263800,데이타솔루션,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,718,580","7,859,290,000",500,원(KRW),02-3467-7200,"서울특별시 강남구 언주로 620, 10층 "
456,199150,데이터스트림즈,105802,소프트웨어 개발 및 공급업,"4,079,598","2,039,799,000",500,원(KRW),02-3473-9077,"서울특별시 서초구 사임당로 28 6층 (서초동, 청호나이스)"
457,139050,데일리블록체인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","30,701,527","15,350,763,500",500,원(KRW),031-470-4803,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층) 
458,017680,데코앤이,031401,봉제의복 제조업,"116,684,922","58,342,461,000",500,원(KRW),02-2145-1300,서울특별시 송파구 위례성대로22길 27 -
459,206560,덱스터,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","24,642,529","12,321,264,500",500,원(KRW),02-6391-7000,"서울특별시 마포구 매봉산로 75 1801호, 1901호(상암동,디디엠씨) "
460,145720,덴티움,032701,의료용 기기 제조업,"11,068,830","6,184,415,000",500,원(KRW),070-7098-9158,"서울특별시 강남구 테헤란로87길 21 3층(삼성동, 동성빌딩)"
461,067990,도이치모터스,074501,자동차 판매업,"26,263,308","13,131,654,000",500,원(KRW),02-2235-7301,서울특별시 성동구 동일로 111 (성수동 2가) 
462,002150,도화엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","33,720,000","16,860,000,000",500,원(KRW),02-6323-3032,서울특별시 강남구  삼성로 438 도화타워 
463,006620,동구바이오제약,032102,의약품 제조업,"9,604,000","4,802,000,000",500,원(KRW),02-2684-5421,"서울특별시 송파구 법원로 114, B동 14층 "
464,100130,동국S&C,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","57,143,000","28,571,500,000",500,원(KRW),054-271-0542,경상북도 포항시 남구 대송로 62(장흥동) 
465,005160,동국산업,032401,1차 철강 제조업,"54,244,482","54,244,482,000","1,000",원(KRW),02-316-7500,서울특별시 중구  다동길 46 
466,001620,동국실업,033003,자동차 신품 부품 제조업,"53,312,072","26,656,036,000",500,원(KRW),02-754-2961,서울특별시 용산구  한강대로 350 
467,075970,동국알앤에스,032309,기타 비금속 광물제품 제조업,"18,400,000","18,400,000,000","1,000",원(KRW),(055)323-6589,경상남도 김해시  상동면 상동로375번길 26-29 동국내화(주) 
468,001230,동국제강,032401,1차 철강 제조업,"95,432,737","589,228,035,000","5,000",원(KRW),02-317-1114,서울특별시 중구  을지로5길 19 페럼타워
469,086450,동국제약,032102,의약품 제조업,"8,892,000","22,230,000,000","2,500",원(KRW),02-2191-9800,서울특별시 강남구  테헤란로108길 7 동국제약 
470,023450,동남합성,032001,기초 화학물질 제조업,"1,320,922","7,919,280,000","5,000",원(KRW),041-840-3100,충청남도 공주시 탄천면 탄천산업단지길 80-61 -
471,004140,동방,084903,도로 화물 운송업,"33,465,588","33,465,588,000","1,000",원(KRW),02-2190-8100,서울특별시 중구 남대문로 63 한진빌딩 23층
472,099410,동방선기,033101,선박 및 보트 건조업,"13,541,002","6,770,501,000",500,원(KRW),055-545-0882,경상남도 창원시 진해구 명제로 73 
473,007590,동방아그로,032003,"비료, 농약 및 살균, 살충제 제조업","13,617,577","6,808,788,500",500,원(KRW),02-580-3600,"서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩"
474,005960,동부건설,064102,토목 건설업,"20,867,152","105,464,420,000","5,000",원(KRW),02-3484-2114,서울특별시 용산구 한강대로 372 제D동
475,281740,동부스팩5호,116601,금융 지원 서비스업,"4,840,000","484,000,000",100,원(KRW),02-369-3062,서울특별시 영등포구 국제금융로8길 32 
476,016380,동부제철,032401,1차 철강 제조업,"27,233,424","136,967,900,000","5,000",원(KRW),02-3450-8114,서울특별시 중구 한강대로 416 서울스퀘어 7층
477,083370,동북아12호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동)
478,083380,동북아13호선박투자,147601,운송장비 임대업,"1,585,660","7,928,300,000","5,000",원(KRW),02-590-1400,부산광역시 사상구 사상로 461 (모라동)
479,026960,동서,074603,음·식료품 및 담배 도매업,"99,700,000","49,850,000,000",500,원(KRW),02-701-5050,서울특별시 마포구 독막로 324 동서빌딩 
480,002210,동성제약,032102,의약품 제조업,"24,756,574","24,756,574,000","1,000",원(KRW),02-6911-3600,서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩
481,102260,동성코퍼레이션,137105,회사 본부 및 경영 컨설팅 서비스업,"45,444,970","45,444,970,000","1,000",원(KRW),02-2136-4300,부산광역시 사하구  신산로 99 
482,033500,동성화인텍,032001,기초 화학물질 제조업,"26,983,609","13,821,804,500",500,원(KRW),02-6190-8500,부산광역시 사하구 신산로 99 - 
483,005190,동성화학,032001,기초 화학물질 제조업,"5,335,564","5,531,244,000","1,000",원(KRW),051-200-4500,부산광역시 사하구  신산로 99 
484,025950,동신건설,064102,토목 건설업,"8,400,000","4,200,000,000",500,원(KRW),053 -756 -7701,경상북도 안동시  서동문로 217 
485,000640,동아쏘시오홀딩스,116409,기타 금융업,"6,138,294","30,691,470,000","5,000",원(KRW),02-920-8114,서울특별시 동대문구  천호대로 64 
486,170900,동아에스티,032102,의약품 제조업,"8,443,868","42,219,340,000","5,000",원(KRW),02-920-8114,서울 동대문구 용두동 138 ~255 천호대로 64
487,088130,동아엘텍,032902,특수 목적용 기계 제조업,"10,913,432","5,575,148,000",500,원(KRW),031-345-1500,경기도 안양시 동안구 시민대로327번길 12-24 (주)동아엘텍 빌딩 
488,028100,동아지질,064201,기반조성 및 시설물 축조관련 전문공사업,"11,500,000","5,750,000,000",500,원(KRW),051-580-5550,부산광역시 금정구  금샘로 347 동아지질
489,282690,동아타이어,032201,고무제품 제조업,"13,733,015","6,866,507,500",500,원(KRW),055-389-0011,경상남도 양산시 유산공단11길 11 
490,041930,동아화성,032201,고무제품 제조업,"15,800,000","8,000,000,000",500,원(KRW),055)313 - 1800,경상남도 김해시  유하로 154-9 
491,001520,동양,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","238,684,063","119,850,042,500",500,원(KRW),02-6150-7000,서울특별시 영등포구 국제금융로2길 24 - 
492,084670,동양고속,084902,육상 여객 운송업,"2,895,569","16,959,295,000","5,000",원(KRW),02-535-3111,경기도 안양시 동안구 흥안대로 67 
493,030790,동양네트웍스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","95,341,270","47,670,635,000",500,원(KRW),02-6923-0000,"서울특별시 송파구 백제고분로 69 (잠실동, 애플타워)"
494,002900,동양물산기업,032902,특수 목적용 기계 제조업,"65,388,900","32,694,450,000",500,원(KRW),02-3014-2742,서울특별시 강남구 언주로133길 7 
495,082640,동양생명,116501,보험업,"161,358,585","806,792,925,000","5,000",원(KRW),02-1577-1004,서울특별시 종로구 종로 33 (청진동)
496,060380,동양에스텍,032401,1차 철강 제조업,"10,000,000","5,000,000,000",500,원(KRW),042-221-6900,대전광역시 중구 중앙로 164번길 20(은행동) 동양빌딩 4층
497,079960,동양이엔피,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","7,860,000","3,930,000,000",500,원(KRW),(031)236-1511,경기도 평택시 진위면 진위산단로 76 
498,008970,동양철관,032401,1차 철강 제조업,"118,885,290","59,442,645,000",500,원(KRW),02-6903-0200,충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주)
499,228340,동양파일,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","10,000,000,000",500,원(KRW),02-3770-3157,충청남도 아산시 염치읍 아산온천로 16-127 
500,092780,동양피스톤,033001,자동차용 엔진 및 자동차 제조업,"13,168,460","6,584,230,000",500,원(KRW),031-489-9000,경기도 안산시 단원구 해봉로255번길 16 
501,104460,동양피엔에프,032901,일반 목적용 기계 제조업,"10,713,625","5,356,812,500",500,원(KRW),02-2106-8000,"서울특별시 금천구  가산디지털1로 88 IT프리미어타워 17층, 18층"
502,088910,동우팜투테이블,031001,"도축, 육류 가공 및 저장 처리업","25,831,764","12,915,882,000",500,원(KRW),063-450-2000,전라북도 군산시  서수면 동군산로 1095 주식회사 동우 
503,094170,동운아나텍,032601,반도체 제조업,"12,482,843","6,437,604,500",500,원(KRW),02-3465-8765,"서울특별시 서초구 남부순환로 2351, 아리랑타워 9층"
504,049770,동원F&B,031007,기타 식품 제조업,"3,859,124","19,295,620,000","5,000",원(KRW),02-589-3000-1,서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩
505,013120,동원개발,064101,건물 건설업,"90,808,100","45,404,050,000",500,원(KRW),051 -645 -3113,"부산광역시 수영구 수영로 754 동원빌딩 (민락동,센텀비스타동원)"
506,018500,동원금속,033003,자동차 신품 부품 제조업,"46,754,933","23,377,466,500",500,원(KRW),053-859-2311,경상북도 경산시  진량읍 북리1길  69
507,006040,동원산업,010301,어로 어업,"3,363,200","16,816,000,000","5,000",원(KRW),02-589-3333,서울특별시 서초구 마방로 68 (양재동)
508,030720,동원수산,010301,어로 어업,"4,653,805","23,269,025,000","5,000",원(KRW),02-528-8000,서울특별시 강남구  테헤란로8길 8 동주빌딩 6층
509,014820,동원시스템즈,032202,플라스틱제품 제조업,"25,618,511","129,419,345,000","5,000",원(KRW),02-589-4700,경기도 성남시 중원구 둔촌대로541번길 46(상대원동) 
510,163560,동일고무벨트,032201,고무제품 제조업,"13,000,000","6,500,000,000",500,원(KRW),051-520-9114,부산광역시 금정구 공단동로55번길 28 
511,109860,동일금속,032403,금속 주조업,"7,000,000","3,500,000,000",500,원(KRW),054-333-5501,경북 영천시 금호읍 덕성리 327
